,index,Pearson correlation,Gene,Slide,Method
1675,HOXB2,0.1197411386036452,HOXB2,FFPE,Hist2ST
1676,HOXB7,-0.0141089098644047,HOXB7,FFPE,Hist2ST
1677,UBE2Z,0.1008460400096123,UBE2Z,FFPE,Hist2ST
1678,ZNF652,0.0689871448474927,ZNF652,FFPE,Hist2ST
1679,SPOP,0.0338368391261653,SPOP,FFPE,Hist2ST
1680,SLC35B1,0.0879656518187394,SLC35B1,FFPE,Hist2ST
1681,FAM117A,0.0118142337524148,FAM117A,FFPE,Hist2ST
1682,PDK2,0.0931313516119431,PDK2,FFPE,Hist2ST
1683,EME1,0.0248572278259742,EME1,FFPE,Hist2ST
1684,TOB1,0.1380649430971939,TOB1,FFPE,Hist2ST
1685,TOM1L1,0.1839270639355649,TOM1L1,FFPE,Hist2ST
1686,CUEDC1,0.0552246056696039,CUEDC1,FFPE,Hist2ST
1687,VEZF1,0.1209218204079711,VEZF1,FFPE,Hist2ST
1688,RAD51C,0.0764506051964573,RAD51C,FFPE,Hist2ST
1689,CLTC,0.1400688268711622,CLTC,FFPE,Hist2ST
1690,PTRH2,0.1401207010183214,PTRH2,FFPE,Hist2ST
1691,DCAF7,0.0875454266834753,DCAF7,FFPE,Hist2ST
1692,CCDC47,0.1318955038423939,CCDC47,FFPE,Hist2ST
1693,DDX42,0.0985550923808183,DDX42,FFPE,Hist2ST
1694,DDX5,0.1257181183131739,DDX5,FFPE,Hist2ST
1695,CEP95,0.1362588300777655,CEP95,FFPE,Hist2ST
1696,SMURF2,0.1197276638909103,SMURF2,FFPE,Hist2ST
1697,CACNG4,0.1359461723229369,CACNG4,FFPE,Hist2ST
1698,HELZ,0.0273987671078506,HELZ,FFPE,Hist2ST
1699,PSMD12,0.0738028232387815,PSMD12,FFPE,Hist2ST
1700,NOL11,0.0717803260135273,NOL11,FFPE,Hist2ST
1701,KPNA2,0.1400189117029019,KPNA2,FFPE,Hist2ST
1702,AMZ2,0.0840418403867279,AMZ2,FFPE,Hist2ST
1703,ARSG,0.0680677481150112,ARSG,FFPE,Hist2ST
1704,WIPI1,0.0704124823039725,WIPI1,FFPE,Hist2ST
1705,SOX9,0.221471783640631,SOX9,FFPE,Hist2ST
1706,SLC16A5,-0.0064047465077391,SLC16A5,FFPE,Hist2ST
1707,QRICH2,0.0493698110468189,QRICH2,FFPE,Hist2ST
1708,CANT1,0.2051807231344146,CANT1,FFPE,Hist2ST
1709,SECTM1,0.0204116253723395,SECTM1,FFPE,Hist2ST
1710,WDR45B,0.184968404827168,WDR45B,FFPE,Hist2ST
1711,RAB31,0.0251880594588032,RAB31,FFPE,Hist2ST
1712,RAB27B,0.1486311060354364,RAB27B,FFPE,Hist2ST
1713,TXNL1,0.1150255105915845,TXNL1,FFPE,Hist2ST
1714,SHC2,-0.0008820866860257,SHC2,FFPE,Hist2ST
1715,AMH,0.0459424307599681,AMH,FFPE,Hist2ST
1716,JSRP1,0.0343337513628296,JSRP1,FFPE,Hist2ST
1717,TLE2,0.1501446240391223,TLE2,FFPE,Hist2ST
1718,CAPS,0.0970475839256553,CAPS,FFPE,Hist2ST
1719,ANGPTL4,-0.100351300408946,ANGPTL4,FFPE,Hist2ST
1720,DNMT1,0.1385074847002556,DNMT1,FFPE,Hist2ST
1721,LDLR,0.0764044393005371,LDLR,FFPE,Hist2ST
1722,CILP2,0.030146133636018,CILP2,FFPE,Hist2ST
1723,POP4,0.055240111964544,POP4,FFPE,Hist2ST
1724,CCNE1,0.0338159644738306,CCNE1,FFPE,Hist2ST
1725,PDCD5,0.1280091822976131,PDCD5,FFPE,Hist2ST
1726,FXYD3,0.2005376783148964,FXYD3,FFPE,Hist2ST
1727,SYNE4,0.1064859711976257,SYNE4,FFPE,Hist2ST
1728,ZNF146,0.1363916758637086,ZNF146,FFPE,Hist2ST
1729,SIPA1L3,0.1389476898805385,SIPA1L3,FFPE,Hist2ST
1730,MAP4K1,0.1914990516816721,MAP4K1,FFPE,Hist2ST
1731,GMFG,0.1529051358912645,GMFG,FFPE,Hist2ST
1732,ZFP36,0.0973997374875334,ZFP36,FFPE,Hist2ST
1733,LYPD3,0.0909513382754507,LYPD3,FFPE,Hist2ST
1734,BCAM,0.1510919917819007,BCAM,FFPE,Hist2ST
1735,FOSB,0.027895860232979,FOSB,FFPE,Hist2ST
1736,BCL2L12,0.0698468975724848,BCL2L12,FFPE,Hist2ST
1737,ZNF480,0.0296235747009906,ZNF480,FFPE,Hist2ST
1738,SH3YL1,0.1499110502942105,SH3YL1,FFPE,Hist2ST
1739,RSAD2,0.0419479627862445,RSAD2,FFPE,Hist2ST
1740,ID2,0.132954990447721,ID2,FFPE,Hist2ST
1741,ASAP2,0.0453742586493106,ASAP2,FFPE,Hist2ST
1742,YWHAQ,0.1669033219793372,YWHAQ,FFPE,Hist2ST
1743,RRM2,0.0958601061023504,RRM2,FFPE,Hist2ST
1744,ODC1,0.1526259228060628,ODC1,FFPE,Hist2ST
1745,TRIB2,0.0442576486860848,TRIB2,FFPE,Hist2ST
1746,DDX1,0.1327467709650703,DDX1,FFPE,Hist2ST
1747,SMC6,0.0701110762289822,SMC6,FFPE,Hist2ST
1748,EIF2AK2,0.1513711875898344,EIF2AK2,FFPE,Hist2ST
1749,CEBPZ,0.0780268448816355,CEBPZ,FFPE,Hist2ST
1750,HNRNPLL,0.0852426452880781,HNRNPLL,FFPE,Hist2ST
1751,SRSF7,0.1175807526385545,SRSF7,FFPE,Hist2ST
1752,PKDCC,0.0331034080675497,PKDCC,FFPE,Hist2ST
1753,EPAS1,0.1296222753268028,EPAS1,FFPE,Hist2ST
1754,EPCAM,0.2181768428826025,EPCAM,FFPE,Hist2ST
1755,MSH2,0.1008844436722998,MSH2,FFPE,Hist2ST
1756,MTIF2,0.0661067262280187,MTIF2,FFPE,Hist2ST
1757,COMMD1,0.1289433553905772,COMMD1,FFPE,Hist2ST
1758,VPS54,0.1359245948079767,VPS54,FFPE,Hist2ST
1759,ANTXR1,0.0236857452378296,ANTXR1,FFPE,Hist2ST
1760,SNRPG,0.1209539294154856,SNRPG,FFPE,Hist2ST
1761,MPHOSPH10,0.0944235319191449,MPHOSPH10,FFPE,Hist2ST
1762,ZNF638,0.0999088349434215,ZNF638,FFPE,Hist2ST
1763,BOLA3,0.0976865442397397,BOLA3,FFPE,Hist2ST
1764,COA5,0.030422285819195,COA5,FFPE,Hist2ST
1765,UNC50,0.1058740650193739,UNC50,FFPE,Hist2ST
1766,MGAT4A,0.0900886484678746,MGAT4A,FFPE,Hist2ST
1767,EIF5B,0.1171816765920704,EIF5B,FFPE,Hist2ST
1768,REV1,0.0442828728719254,REV1,FFPE,Hist2ST
1769,FHL2,-0.0150849093570899,FHL2,FFPE,Hist2ST
1770,GCC2,0.1344114453976576,GCC2,FFPE,Hist2ST
1771,LIMS1,0.0636648145182119,LIMS1,FFPE,Hist2ST
1772,RANBP2,0.1289850306099809,RANBP2,FFPE,Hist2ST
1773,SOWAHC,0.074510843288387,SOWAHC,FFPE,Hist2ST
1774,IL1RN,0.0897160768146684,IL1RN,FFPE,Hist2ST
1775,NIFK,0.0871404166715618,NIFK,FFPE,Hist2ST
1776,IWS1,0.1698614927008773,IWS1,FFPE,Hist2ST
1777,HS6ST1,0.1182250851899819,HS6ST1,FFPE,Hist2ST
1778,CXCR4,0.2631723107380257,CXCR4,FFPE,Hist2ST
1779,KYNU,0.1611793875582489,KYNU,FFPE,Hist2ST
1780,TANC1,0.1122566772117779,TANC1,FFPE,Hist2ST
1781,ITGB6,0.1426694516144916,ITGB6,FFPE,Hist2ST
1782,FAP,0.043597879458124,FAP,FFPE,Hist2ST
1783,ITGA6,0.0301588114844876,ITGA6,FFPE,Hist2ST
1784,COL3A1,0.034269051211983,COL3A1,FFPE,Hist2ST
1785,COL5A2,0.0038202078233488,COL5A2,FFPE,Hist2ST
1786,WDR75,0.1007066536638553,WDR75,FFPE,Hist2ST
1787,SLC40A1,0.1197188114312472,SLC40A1,FFPE,Hist2ST
1788,ASNSD1,0.1294965924810268,ASNSD1,FFPE,Hist2ST
1789,ORMDL1,0.1603253148360672,ORMDL1,FFPE,Hist2ST
1790,PMS1,0.028805749294171,PMS1,FFPE,Hist2ST
1791,STAT1,0.1658928847037766,STAT1,FFPE,Hist2ST
1792,SPATS2L,0.0836095236561613,SPATS2L,FFPE,Hist2ST
1793,TMEM237,0.1335175768800244,TMEM237,FFPE,Hist2ST
1794,FASTKD2,0.1136570696666644,FASTKD2,FFPE,Hist2ST
1795,FN1,0.0282170493404001,FN1,FFPE,Hist2ST
1796,SP110,0.1843797431407073,SP110,FFPE,Hist2ST
1797,EFHD1,0.2449286905172382,EFHD1,FFPE,Hist2ST
1798,GPCPD1,0.0910684921487401,GPCPD1,FFPE,Hist2ST
1799,NAA20,0.1934814492196396,NAA20,FFPE,Hist2ST
1800,SAMHD1,0.1335753877518016,SAMHD1,FFPE,Hist2ST
1801,SLPI,0.2357778585524637,SLPI,FFPE,Hist2ST
1802,SLC2A10,0.0583765079953511,SLC2A10,FFPE,Hist2ST
1803,SULF2,-0.0030991196544938,SULF2,FFPE,Hist2ST
1804,PREX1,0.1563272023715879,PREX1,FFPE,Hist2ST
1805,ZNFX1,0.1195890409966302,ZNFX1,FFPE,Hist2ST
1806,PFDN4,-0.016967687296581,PFDN4,FFPE,Hist2ST
1807,BMP7,-0.0002923139809153,BMP7,FFPE,Hist2ST
1808,LAMA5,0.1621449249066527,LAMA5,FFPE,Hist2ST
1809,EEF1A2,-0.0040142167926699,EEF1A2,FFPE,Hist2ST
1810,HELZ2,0.0862559193062121,HELZ2,FFPE,Hist2ST
1811,STMN3,0.0360526213142379,STMN3,FFPE,Hist2ST
1812,CXADR,0.1738027804593888,CXADR,FFPE,Hist2ST
1813,ADAMTS1,0.1447942486193564,ADAMTS1,FFPE,Hist2ST
1814,CCT8,0.1506104798999001,CCT8,FFPE,Hist2ST
1815,MIS18A,0.0414035173199859,MIS18A,FFPE,Hist2ST
1816,MX1,0.1223684778171886,MX1,FFPE,Hist2ST
1817,TFF3,0.0129523774784097,TFF3,FFPE,Hist2ST
1818,TRPM2,0.1153999975001183,TRPM2,FFPE,Hist2ST
1819,SUMO3,0.152753103382272,SUMO3,FFPE,Hist2ST
1820,PTTG1IP,0.1488249735643308,PTTG1IP,FFPE,Hist2ST
1821,FAM207A,0.1150610122603721,FAM207A,FFPE,Hist2ST
1822,SPATC1L,0.0553301179170963,SPATC1L,FFPE,Hist2ST
1823,TBX1,0.1865654029682875,TBX1,FFPE,Hist2ST
1824,IGLC7,-0.0283368650518426,IGLC7,FFPE,Hist2ST
1825,MMP11,0.0222793930687289,MMP11,FFPE,Hist2ST
1826,CHEK2,0.1216618522261474,CHEK2,FFPE,Hist2ST
1827,XBP1,0.2127400401811563,XBP1,FFPE,Hist2ST
1828,SEC14L2,0.041059146614058,SEC14L2,FFPE,Hist2ST
1829,APOL6,0.1326804778510422,APOL6,FFPE,Hist2ST
1830,APOL3,0.1373300782837686,APOL3,FFPE,Hist2ST
1831,APOL1,0.1021543263866587,APOL1,FFPE,Hist2ST
1832,C1QTNF6,0.0388947702082695,C1QTNF6,FFPE,Hist2ST
1833,ADSL,0.0968203101181211,ADSL,FFPE,Hist2ST
1834,RBX1,0.209820848416748,RBX1,FFPE,Hist2ST
1835,LSM3,0.0273813900676494,LSM3,FFPE,Hist2ST
1836,TOP2B,0.1520271353111454,TOP2B,FFPE,Hist2ST
1837,EXOSC7,0.0959195014200673,EXOSC7,FFPE,Hist2ST
1838,LTF,0.2082109175046661,LTF,FFPE,Hist2ST
1839,GNL3,0.1244168550032238,GNL3,FFPE,Hist2ST
1840,PDHB,0.0447126141921226,PDHB,FFPE,Hist2ST
1841,THOC7,0.0976856677996547,THOC7,FFPE,Hist2ST
1842,PSMD6,0.1003142533198392,PSMD6,FFPE,Hist2ST
1843,COL8A1,0.0361508579315811,COL8A1,FFPE,Hist2ST
1844,CMSS1,0.0319219134677226,CMSS1,FFPE,Hist2ST
1845,NIT2,0.1549436469109313,NIT2,FFPE,Hist2ST
1846,ATG3,0.076616597571754,ATG3,FFPE,Hist2ST
1847,COX17,0.1320625232582229,COX17,FFPE,Hist2ST
1848,FSTL1,0.057152354044942,FSTL1,FFPE,Hist2ST
1849,DTX3L,0.0669073478833771,DTX3L,FFPE,Hist2ST
1850,PARP14,0.0963520993177338,PARP14,FFPE,Hist2ST
1851,PDIA5,0.0882059247159118,PDIA5,FFPE,Hist2ST
1852,CHCHD6,0.0717261121653497,CHCHD6,FFPE,Hist2ST
1853,PLSCR1,0.1155765523731057,PLSCR1,FFPE,Hist2ST
1854,HPS3,0.0609336060097495,HPS3,FFPE,Hist2ST
1855,CP,0.2145876957188626,CP,FFPE,Hist2ST
1856,PFN2,0.1826225272297767,PFN2,FFPE,Hist2ST
1857,SIAH2,0.0599166491567087,SIAH2,FFPE,Hist2ST
1858,RARRES1,0.0446082556204481,RARRES1,FFPE,Hist2ST
1859,TRIM59,0.1025678858465822,TRIM59,FFPE,Hist2ST
1860,SPTSSB,0.0896916716537576,SPTSSB,FFPE,Hist2ST
1861,TNFSF10,0.210358259501474,TNFSF10,FFPE,Hist2ST
1862,ECT2,0.1190056640184706,ECT2,FFPE,Hist2ST
1863,DNAJC19,0.1236889990481921,DNAJC19,FFPE,Hist2ST
1864,MCCC1,0.0498085628748514,MCCC1,FFPE,Hist2ST
1865,MAGEF1,0.1459434800253957,MAGEF1,FFPE,Hist2ST
1866,RFC4,0.0547337357942986,RFC4,FFPE,Hist2ST
1867,APOD,0.1156147150164338,APOD,FFPE,Hist2ST
1868,QDPR,0.0565668258083533,QDPR,FFPE,Hist2ST
1869,LAP3,0.0990473631019934,LAP3,FFPE,Hist2ST
1870,UGDH,0.0821973807290155,UGDH,FFPE,Hist2ST
1871,SMIM14,0.1159367520125778,SMIM14,FFPE,Hist2ST
1872,JCHAIN,0.0990652621575039,JCHAIN,FFPE,Hist2ST
1873,CXCL9,0.1518928196998026,CXCL9,FFPE,Hist2ST
1874,CXCL10,0.1046090534052049,CXCL10,FFPE,Hist2ST
1875,CXCL13,0.1479374449489736,CXCL13,FFPE,Hist2ST
1876,SPP1,0.0529076854161049,SPP1,FFPE,Hist2ST
1877,PPP3CA,0.0563395680515423,PPP3CA,FFPE,Hist2ST
1878,PPA2,0.1107816819625168,PPA2,FFPE,Hist2ST
1879,NPNT,0.2313715659726714,NPNT,FFPE,Hist2ST
1880,EXOSC9,0.0522160019558174,EXOSC9,FFPE,Hist2ST
1881,NDUFC1,0.1155817193515262,NDUFC1,FFPE,Hist2ST
1882,ELMOD2,0.0855011204621857,ELMOD2,FFPE,Hist2ST
1883,TBC1D9,0.1335081199888937,TBC1D9,FFPE,Hist2ST
1884,FBXW7,0.0865283247622551,FBXW7,FFPE,Hist2ST
1885,PLEKHG4B,0.0199146536325011,PLEKHG4B,FFPE,Hist2ST
1886,CMBL,0.1071259268083999,CMBL,FFPE,Hist2ST
1887,ZNF622,0.0665614597474761,ZNF622,FFPE,Hist2ST
1888,DROSHA,0.1032214652698068,DROSHA,FFPE,Hist2ST
1889,BRIX1,0.0887640049186682,BRIX1,FFPE,Hist2ST
1890,DNAJC21,0.104710087849393,DNAJC21,FFPE,Hist2ST
1891,NUP155,0.0277759099872051,NUP155,FFPE,Hist2ST
1892,IL6ST,0.0049917545605835,IL6ST,FFPE,Hist2ST
1893,CCNB1,0.1007263216471969,CCNB1,FFPE,Hist2ST
1894,NSA2,0.0600993557408158,NSA2,FFPE,Hist2ST
1895,ZFYVE16,0.0852562729094662,ZFYVE16,FFPE,Hist2ST
1896,CCNH,0.0729099435181682,CCNH,FFPE,Hist2ST
1897,NR2F1,0.0526254783269934,NR2F1,FFPE,Hist2ST
1898,HSD17B4,0.1057467683778096,HSD17B4,FFPE,Hist2ST
1899,LMNB1,0.0708087635064368,LMNB1,FFPE,Hist2ST
1900,GDF9,0.0202381276084738,GDF9,FFPE,Hist2ST
1901,CXCL14,0.1592216420340084,CXCL14,FFPE,Hist2ST
1902,CXXC5,-0.0105406163033442,CXXC5,FFPE,Hist2ST
1903,PTTG1,0.1043434355203856,PTTG1,FFPE,Hist2ST
1904,STC2,0.0522090495444816,STC2,FFPE,Hist2ST
1905,FGFR4,0.0138028908980294,FGFR4,FFPE,Hist2ST
1906,SCGB3A1,0.0325876675069208,SCGB3A1,FFPE,Hist2ST
1907,PSMG4,0.0723231383234123,PSMG4,FFPE,Hist2ST
1908,ECI2,0.0498964869215795,ECI2,FFPE,Hist2ST
1909,MCUR1,0.0718677409420193,MCUR1,FFPE,Hist2ST
1910,HIST1H2BD,0.163667725857078,HIST1H2BD,FFPE,Hist2ST
1911,HLA-F,0.1586127664507376,HLA-F,FFPE,Hist2ST
1912,ZNRD1,0.0586439839243247,ZNRD1,FFPE,Hist2ST
1913,HSPA1A,0.1033807028619136,HSPA1A,FFPE,Hist2ST
1914,HLA-DRB5,,HLA-DRB5,FFPE,Hist2ST
1915,HLA-DQA1,0.0419578913190961,HLA-DQA1,FFPE,Hist2ST
1916,TAP1,0.182221896817841,TAP1,FFPE,Hist2ST
1917,PSMB9,0.1676384231492304,PSMB9,FFPE,Hist2ST
1918,HLA-DPA1,0.1072907076237793,HLA-DPA1,FFPE,Hist2ST
1919,VPS52,0.0998139246281678,VPS52,FFPE,Hist2ST
1920,MDFI,0.0850399587944552,MDFI,FFPE,Hist2ST
1921,PTK7,0.0846727565551158,PTK7,FFPE,Hist2ST
1922,TFAP2B,0.2327273918115646,TFAP2B,FFPE,Hist2ST
1923,COL12A1,-0.0111693758742033,COL12A1,FFPE,Hist2ST
1924,MYO6,0.155061193623458,MYO6,FFPE,Hist2ST
1925,SYNCRIP,0.0234473157222852,SYNCRIP,FFPE,Hist2ST
1926,RARS2,0.0432264985977206,RARS2,FFPE,Hist2ST
1927,CD24,0.1864084516369916,CD24,FFPE,Hist2ST
1928,GTF3C6,0.1706775558433907,GTF3C6,FFPE,Hist2ST
1929,HDAC2,0.1412805720071983,HDAC2,FFPE,Hist2ST
1930,COL10A1,0.0677499676771154,COL10A1,FFPE,Hist2ST
1931,MAN1A1,0.059902628912529,MAN1A1,FFPE,Hist2ST
1932,HSF2,0.0611333983828881,HSF2,FFPE,Hist2ST
1933,SERINC1,0.0653740229688926,SERINC1,FFPE,Hist2ST
1934,SMPDL3A,0.0141400138363188,SMPDL3A,FFPE,Hist2ST
1935,HDDC2,0.0825811314098522,HDDC2,FFPE,Hist2ST
1936,CENPW,0.0322317594197405,CENPW,FFPE,Hist2ST
1937,PTPRK,0.1176690994625996,PTPRK,FFPE,Hist2ST
1938,MED23,0.103656126834129,MED23,FFPE,Hist2ST
1939,ENPP1,0.0503488425815035,ENPP1,FFPE,Hist2ST
1940,STX7,0.1335063357831992,STX7,FFPE,Hist2ST
1941,SLC18B1,0.0112640436540431,SLC18B1,FFPE,Hist2ST
1942,MAP7,0.1670260067394021,MAP7,FFPE,Hist2ST
1943,ARFGEF3,0.1990370915966485,ARFGEF3,FFPE,Hist2ST
1944,HEBP2,0.1512060181145093,HEBP2,FFPE,Hist2ST
1945,REPS1,0.0909313503338852,REPS1,FFPE,Hist2ST
1946,HECA,0.1044640232903757,HECA,FFPE,Hist2ST
1947,CITED2,0.0735462128307729,CITED2,FFPE,Hist2ST
1948,VTA1,0.090649799475034,VTA1,FFPE,Hist2ST
1949,ADGRG6,0.0654219948038808,ADGRG6,FFPE,Hist2ST
1950,HIVEP2,0.0595829572827209,HIVEP2,FFPE,Hist2ST
1951,AIG1,0.1015207420387499,AIG1,FFPE,Hist2ST
1952,PEX3,0.0081366697412688,PEX3,FFPE,Hist2ST
1953,FUCA2,0.0399358611935162,FUCA2,FFPE,Hist2ST
1954,LTV1,0.1183315517492044,LTV1,FFPE,Hist2ST
1955,SF3B5,0.0994056271216262,SF3B5,FFPE,Hist2ST
1956,SASH1,0.0446009505898599,SASH1,FFPE,Hist2ST
1957,MTHFD1L,0.0351235400738416,MTHFD1L,FFPE,Hist2ST
1958,FNDC1,0.0359972842612799,FNDC1,FFPE,Hist2ST
1959,PDCD2,0.0813143364446808,PDCD2,FFPE,Hist2ST
1960,LFNG,0.0077157570442671,LFNG,FFPE,Hist2ST
1961,GLCCI1,0.0799696081467077,GLCCI1,FFPE,Hist2ST
1962,PHF14,0.0391847671243008,PHF14,FFPE,Hist2ST
1963,TSPAN13,0.1426352266500733,TSPAN13,FFPE,Hist2ST
1964,AGR2,0.0397107922642175,AGR2,FFPE,Hist2ST
1965,GPNMB,0.0081548225366495,GPNMB,FFPE,Hist2ST
1966,TRIL,0.0625839549622743,TRIL,FFPE,Hist2ST
1967,SFRP4,0.1702006416800218,SFRP4,FFPE,Hist2ST
1968,H2AFV,0.1072128310610294,H2AFV,FFPE,Hist2ST
1969,UPP1,0.017289660468623,UPP1,FFPE,Hist2ST
1970,BAZ1B,0.1168295327173971,BAZ1B,FFPE,Hist2ST
1971,CD36,-0.0693943056820059,CD36,FFPE,Hist2ST
1972,SEMA3C,0.0467874207914326,SEMA3C,FFPE,Hist2ST
1973,COL1A2,0.0820245049201185,COL1A2,FFPE,Hist2ST
1974,TRIP6,0.1399095834527028,TRIP6,FFPE,Hist2ST
1975,ACHE,0.083015097612883,ACHE,FFPE,Hist2ST
1976,SERPINE1,0.1137150763674018,SERPINE1,FFPE,Hist2ST
1977,NUP205,0.1528229589277036,NUP205,FFPE,Hist2ST
1978,PARP12,0.1686081795189955,PARP12,FFPE,Hist2ST
1979,SSBP1,0.1366122592795686,SSBP1,FFPE,Hist2ST
1980,TRBC2,0.2717675030478748,TRBC2,FFPE,Hist2ST
1981,PIP,0.0013339078052038,PIP,FFPE,Hist2ST
1982,CNTNAP2,0.121968551438632,CNTNAP2,FFPE,Hist2ST
1983,EZH2,0.0682984966864537,EZH2,FFPE,Hist2ST
1984,NUB1,0.1468195482000932,NUB1,FFPE,Hist2ST
1985,PCM1,0.1103684470880571,PCM1,FFPE,Hist2ST
1986,KIF13B,-0.0082706932048519,KIF13B,FFPE,Hist2ST
1987,ERLIN2,0.1008567257010093,ERLIN2,FFPE,Hist2ST
1988,BRF2,0.0248544839856426,BRF2,FFPE,Hist2ST
1989,ADGRA2,0.0324712490080516,ADGRA2,FFPE,Hist2ST
1990,RAB11FIP1,0.1282190917021872,RAB11FIP1,FFPE,Hist2ST
1991,EIF4EBP1,0.1932693078043214,EIF4EBP1,FFPE,Hist2ST
1992,ASH2L,0.0753175800161346,ASH2L,FFPE,Hist2ST
1993,LSM1,0.1250242475936224,LSM1,FFPE,Hist2ST
1994,PLPP5,0.1538020442054176,PLPP5,FFPE,Hist2ST
1995,DDHD2,0.0597151921426044,DDHD2,FFPE,Hist2ST
1996,FGFR1,0.0663010568798966,FGFR1,FFPE,Hist2ST
1997,TM2D2,0.0801353688432545,TM2D2,FFPE,Hist2ST
1998,HOOK3,0.1197765622916862,HOOK3,FFPE,Hist2ST
1999,CEBPD,0.0831339281011071,CEBPD,FFPE,Hist2ST
2000,ATP6V1H,0.1297039905165193,ATP6V1H,FFPE,Hist2ST
2001,GGH,0.1838131628479142,GGH,FFPE,Hist2ST
2002,RDH10,0.1944661706465275,RDH10,FFPE,Hist2ST
2003,E2F5,0.1466328876244528,E2F5,FFPE,Hist2ST
2004,WWP1,0.1478798745850858,WWP1,FFPE,Hist2ST
2005,RMDN1,0.0994749788784914,RMDN1,FFPE,Hist2ST
2006,CPNE3,0.1722756942454704,CPNE3,FFPE,Hist2ST
2007,INTS8,0.1735605892521506,INTS8,FFPE,Hist2ST
2008,TSPYL5,-0.0428321940702933,TSPYL5,FFPE,Hist2ST
2009,EIF3E,0.1132946820389022,EIF3E,FFPE,Hist2ST
2010,ENY2,0.1578329160121355,ENY2,FFPE,Hist2ST
2011,TRPS1,0.2102933879069728,TRPS1,FFPE,Hist2ST
2012,RAD21,0.1564551998059906,RAD21,FFPE,Hist2ST
2013,ATAD2,0.0544364782949555,ATAD2,FFPE,Hist2ST
2014,FBXO32,0.1619692479222233,FBXO32,FFPE,Hist2ST
2015,TATDN1,0.1135549263316116,TATDN1,FFPE,Hist2ST
2016,NSMCE2,0.1103630905906572,NSMCE2,FFPE,Hist2ST
2017,ASAP1,0.0876264028196001,ASAP1,FFPE,Hist2ST
2018,NDRG1,0.116445550016104,NDRG1,FFPE,Hist2ST
2019,PSCA,0.090756905912714,PSCA,FFPE,Hist2ST
2020,GLI4,0.1292042276382812,GLI4,FFPE,Hist2ST
2021,TOP1MT,0.1024926666740335,TOP1MT,FFPE,Hist2ST
2022,EPPK1,0.1658721763461759,EPPK1,FFPE,Hist2ST
2023,OPLAH,0.1778943451958232,OPLAH,FFPE,Hist2ST
2024,SLC39A4,-0.0030921116622318,SLC39A4,FFPE,Hist2ST
2025,LRRC24,0.0022026138934708,LRRC24,FFPE,Hist2ST
2026,VLDLR,0.0719780468095628,VLDLR,FFPE,Hist2ST
2027,PLGRKT,0.102060192910987,PLGRKT,FFPE,Hist2ST
2028,NDUFB6,0.1224656437985156,NDUFB6,FFPE,Hist2ST
2029,CCL19,0.2768558140898737,CCL19,FFPE,Hist2ST
2030,CCL21,0.1346410443742658,CCL21,FFPE,Hist2ST
2031,DCAF10,0.0966728469563392,DCAF10,FFPE,Hist2ST
2032,GCNT1,0.0114914448100156,GCNT1,FFPE,Hist2ST
2033,TLE1,0.072133371423384,TLE1,FFPE,Hist2ST
2034,SPIN1,0.1126136730537111,SPIN1,FFPE,Hist2ST
2035,ASPN,0.020911584455962,ASPN,FFPE,Hist2ST
2036,WNK2,0.0268560979365874,WNK2,FFPE,Hist2ST
2037,FBP1,0.0854046667103082,FBP1,FFPE,Hist2ST
2038,TGFBR1,0.0285345542578677,TGFBR1,FFPE,Hist2ST
2039,ERP44,0.136680407685263,ERP44,FFPE,Hist2ST
2040,TEX10,0.0257512629962357,TEX10,FFPE,Hist2ST
2041,TNC,0.1042429355585182,TNC,FFPE,Hist2ST
2042,PSMD5,0.1617644241981121,PSMD5,FFPE,Hist2ST
2043,PHF19,0.1246411970995001,PHF19,FFPE,Hist2ST
2044,STOM,0.1070062515938645,STOM,FFPE,Hist2ST
2045,PRRX2,0.0142420583467135,PRRX2,FFPE,Hist2ST
2046,NUP214,0.0297448456114853,NUP214,FFPE,Hist2ST
2047,PTGDS,0.2271236504038856,PTGDS,FFPE,Hist2ST
2048,OFD1,0.0690109166237875,OFD1,FFPE,Hist2ST
2049,SMS,0.1430403565634604,SMS,FFPE,Hist2ST
2050,CYBB,0.1021577884623338,CYBB,FFPE,Hist2ST
2051,ITM2A,0.1725157809301292,ITM2A,FFPE,Hist2ST
2052,SH3BGRL,0.0940203652377424,SH3BGRL,FFPE,Hist2ST
2053,BEX3,-0.03635857235122,BEX3,FFPE,Hist2ST
2054,PHF6,0.1287003865631201,PHF6,FFPE,Hist2ST
